"18422,""50"",""ouville"",""OUVILLE"",""ouville"",""Ouville"",""O140"",""OFL"",""50210"",""389"",""50389"",""3"",""10"",""6"",""463"",""399"",""400"",""41"",""11.2"",""-1.36667"",""49.0167"",""-4110"",""54466"",""-12145"",""490110"",""29"",""121"""
"18423,""50"",""saint-martin-d-aubigny"",""SAINT-MARTIN-D'AUBIGNY"",""saint martin d aubigny"",""Saint-Martin-d'Aubigny"",""S5356353125"",""SNTMRTNTBKN"",""50190"",""510"",""50510"",""3"",""27"",""6"",""538"",""472"",""500"",""35"",""15.16"",""-1.35"",""49.1667"",""-4096"",""54628"",""-12060"",""490954"",""10"",""89"""
"18424,""50"",""placy-montaigu"",""PLACY-MONTAIGU"",""placy montaigu"",""Placy-Montaigu"",""P42532"",""PLSMNTK"",""50160"",""404"",""50404"",""4"",""46"",""6"",""219"",""179"",""200"",""24"",""8.99"",""-0.9"",""49.0333"",""-3603"",""54478"",""-05421"",""490149"",""109"",""228"""
"18425,""50"",""saint-laurent-de-terregatte"",""SAINT-LAURENT-DE-TERREGATTE"",""saint laurent de terregatte"",""Saint-Laurent-de-Terregatte"",""S534653623"",""SNTLRNTTTRKT"",""50111"",""500"",""50500"",""1"",""33"",""6"",""566"",""572"",""600"",""34"",""16.35"",""-1.25"",""48.5667"",""-3995"",""53969"",""-11533"",""483420"",""14"",""159"""
"18426,""50"",""amigny"",""AMIGNY"",""amigny"",""Amigny"",""A525"",""AMKN"",""50620"",""006"",""50006"",""4"",""34"",""6"",""144"",""123"",""100"",""39"",""3.69"",""-1.18333"",""49.15"",""-3906"",""54617"",""-11046"",""490920"",""13"",""57"""
"18427,""50"",""milly"",""MILLY"",""milly"",""Milly"",""M400"",""ML"",""50600"",""329"",""50329"",""1"",""32"",""6"",""342"",""330"",""300"",""35"",""9.65"",""-1.01667"",""48.6"",""-3729"",""54002"",""-10112"",""483608"",""65"",""128"""
"18428,""50"",""coudeville-sur-mer"",""COUDEVILLE-SUR-MER"",""coudeville sur mer"",""Coudeville-sur-Mer"",""C3142656"",""KTFLSRMR"",""50290"",""143"",""50143"",""3"",""06"",""6"",""878"",""738"",""800"",""100"",""8.7"",""-1.51667"",""48.8833"",""-4293"",""54312"",""-13137"",""485252"",""3"",""69"""
"18429,""50"",""barre-de-semilly"",""LA BARRE-DE-SEMILLY"",""la barre de semilly"",""La Barre-de-Semilly"",""L163254"",""LBRTSML"",""50810"",""032"",""50032"",""4"",""35"",""6"",""945"",""792"",""900"",""122"",""7.74"",""-1.03333"",""49.1167"",""-3745"",""54568"",""-10203"",""490641"",""48"",""166"""
"18430,""50"",""chapelle-cecelin"",""LA CHAPELLE-CECELIN"",""la chapelle cecelin"",""La Chapelle-C̩celin"",""L214245"",""LXPLSSLN"",""50800"",""121"",""50121"",""1"",""39"",""6"",""214"",""215"",""200"",""40"",""5.22"",""-1.16667"",""48.8167"",""-3885"",""54234"",""-10938"",""484839"",""160"",""242"""
"18431,""50"",""villechien"",""VILLECHIEN"",""villechien"",""Villechien"",""V425"",""FLXN"",""50140"",""638"",""50638"",""1"",""24"",""6"",""192"",""206"",""200"",""17"",""10.83"",""-0.983333"",""48.5833"",""-3692"",""53977"",""-05911"",""483446"",""70"",""165"""
